    0.187760963624638748E+03    0.716931568595897950E+01   -0.238661074803915518E+00    0.126288008595366833E+03    0.148941574389695769E+00   -0.537346894710680942E+02
    0.182881697185962878E+03    0.706657681564736162E+01   -0.128491008426466102E+00    0.131670836174078232E+03    0.111926199269658050E+00   -0.523054861123278698E+02
    0.186988548859541595E+03    0.716004258372865543E+01   -0.130203254206443297E+00    0.130050745437044611E+03    0.109251209816953673E+00   -0.514783945140357133E+02
    0.180936687582953226E+03    0.703070308190060445E+01   -0.349241493000242542E+00    0.123922379791278857E+03    0.109524792926688989E-01   -0.500109772613066355E+02
    0.185793327482015314E+03    0.712047478641537879E+01   -0.171782326191357804E+00    0.129351600048950729E+03    0.203095108542341446E+00   -0.497778233552302609E+02
    0.192445923493507763E+03    0.730573600852373595E+01    0.208787543554181276E+00    0.131407684213358664E+03    0.219163237218382906E+00   -0.496301082240456708E+02
    0.190687126973796609E+03    0.726334268144906403E+01    0.145568404938224205E+00    0.131816769185566329E+03    0.200785585086772300E+00   -0.495445432487858781E+02
    0.184053507352080402E+03    0.709941515318419469E+01   -0.115983679631888936E+00    0.134441999193048190E+03    0.341701357598337471E-02   -0.495175227527736155E+02
    0.191977651121760402E+03    0.730866267663472424E+01    0.545944097151958019E-01    0.126360643781116622E+03    0.140542654526788158E+00   -0.494981056171962379E+02
    0.186956562344231799E+03    0.720705231823528614E+01    0.661962748110802579E-01    0.125571959968449761E+03    0.769939224284573454E-01   -0.494274282100547495E+02
    0.191614255279882371E+03    0.732020706734616322E+01    0.339208993058190522E+00    0.133196035393378224E+03    0.208697396372105083E-01   -0.493995782521808451E+02
    0.185727020794670892E+03    0.712628793870522603E+01   -0.290712510319117712E+00    0.127534876963437782E+03    0.654859897760052267E-01   -0.491886367756116201E+02
    0.187383756183540356E+03    0.714839199556336613E+01   -0.208383675344410602E+00    0.129805184947540198E+03    0.233526422093573244E+00   -0.489321508199409152E+02
    0.190920537103253793E+03    0.732822289036884555E+01    0.223743223899471211E+00    0.123925808422696903E+03    0.225690033784661098E-01   -0.489022116141368741E+02
    0.179466114619484841E+03    0.698778061171068376E+01   -0.382834061574846007E+00    0.126248949798777616E+03    0.176517106768232963E-01   -0.488961020626871701E+02
    0.183785717770958570E+03    0.704313139337119765E+01   -0.489374329864521673E+00    0.128003960398037520E+03    0.219959585592889778E+00   -0.488737167727889315E+02
    0.191247640445176671E+03    0.730102679381024089E+01    0.120240946302445195E+00    0.127799433023558720E+03    0.115787445242935313E+00   -0.488153072352169417E+02
    0.193320352097113414E+03    0.738177172080311905E+01    0.308277763113767200E+00    0.125451444628431616E+03    0.132441674621564705E-01   -0.487233086553521275E+02
    0.191134449257381732E+03    0.730718047973666529E+01    0.134418430583286508E+00    0.123528951040967641E+03    0.138016545125422746E+00   -0.485484266718456752E+02
    0.193910635930572397E+03    0.736055026636577026E+01    0.276631346241736686E+00    0.131712951132051558E+03    0.110100081901404190E+00   -0.485064822647997147E+02
    0.191262944492456256E+03    0.728001192676339670E+01   -0.115460325086527149E-01    0.125343088180049165E+03    0.160275423699211911E+00   -0.483013910739404437E+02
    0.185386027924759617E+03    0.712070415860835659E+01   -0.293803441447243685E+00    0.126576658041926095E+03    0.937311314109117166E-01   -0.481817143971884292E+02
    0.187070763074274225E+03    0.712838935157657438E+01   -0.229731528532553408E+00    0.132462022123928278E+03    0.225945007955992760E+00   -0.481273830891993981E+02
    0.185714104494642157E+03    0.710619733713568280E+01   -0.363663924197420663E+00    0.125510329587966822E+03    0.170946123523319643E+00   -0.481122385176166674E+02
    0.188252971997184147E+03    0.721484085446940249E+01   -0.944463534056669829E-01    0.123186757564655352E+03    0.153287327470539192E+00   -0.480913652153323952E+02
    0.189690188630466338E+03    0.722498881057097719E+01    0.315552158255520965E-01    0.131573348702750764E+03    0.216889064552112404E+00   -0.480784550720621553E+02
    0.179532001436212482E+03    0.695426626526676017E+01   -0.605734640309190109E+00    0.127888938283587237E+03    0.120876828819902124E+00   -0.480170818976370839E+02
    0.187204530737687605E+03    0.716865174667049843E+01   -0.186270732348197576E+00    0.129103207052641579E+03    0.109523061029243141E+00   -0.480002355655391497E+02
    0.180344359339853952E+03    0.700344436250333580E+01   -0.207983665882784052E+00    0.133402748865609169E+03    0.210608448301275626E-01   -0.479731551717471802E+02
    0.186547225449043538E+03    0.719062961451147409E+01   -0.376161265265575473E-01    0.125288685962596162E+03    0.629575117342557611E-01   -0.479697819597337727E+02
    0.180210487818917301E+03    0.699695072823461306E+01   -0.334729540082900900E+00    0.127588196641077445E+03    0.470798044387849626E-01   -0.478505781992010100E+02
    0.189098278172502148E+03    0.722161054566920413E+01   -0.133279221245059531E+00    0.123683847914404637E+03    0.161989894217140246E+00   -0.477745426941451470E+02
