    0.191040240029663238E+03    0.736686988037708623E+01   -0.540727394831571395E+00    0.441088590951646680E+02    0.236613120194121673E+00   -0.572838723786748858E+02
    0.300222509783664862E+03    0.893337094723297653E+01    0.104762108595855885E+00    0.446732866253846552E+02    0.286585085270700812E+00   -0.554279951857350710E+02
    0.190091336434235245E+03    0.739541608467438749E+01   -0.311528404017076710E+00    0.448686098057488536E+02    0.988538330317073888E-01   -0.548382980465150993E+02
    0.296867194871645211E+03    0.890847163014048604E+01    0.222944106233055273E+00    0.447728868688741173E+02    0.175254784542295233E+00   -0.548349035843568444E+02
    0.297731424122911505E+03    0.893658873662618092E+01    0.180338010919593117E+00    0.445125698366781464E+02    0.145057140284352626E+00   -0.540884735510482244E+02
    0.175600088934548722E+03    0.689665865668003075E+01   -0.235042421043071048E+01    0.438213953618987304E+02    0.192962417634249733E+00   -0.538417748909985860E+02
    0.190786290224829486E+03    0.741950464133699583E+01   -0.259172960425429366E+00    0.434311340630377032E+02    0.162305391331537652E+00   -0.538366729372133008E+02
    0.175806886898601164E+03    0.693486474114763762E+01   -0.141765579796842323E+01    0.449491038263275016E+02    0.459020965203224066E-01   -0.538067725740378293E+02
    0.191482567846012415E+03    0.747026620112217010E+01   -0.490468790477684990E-01    0.445905387567964766E+02    0.231250585305695783E-02   -0.535648226034079116E+02
    0.299471793567484440E+03    0.895895064994329537E+01    0.233395486642145045E+00    0.443388630560538104E+02    0.154308308931469212E+00   -0.533738757793388316E+02
    0.298007423024887146E+03    0.894269773565924453E+01    0.112570578894297668E+00    0.437839559024812743E+02    0.167021557534929033E+00   -0.533559068160437420E+02
    0.290127216214482303E+03    0.881481766279094892E+01    0.133787084348951701E+00    0.446143463323020057E+02    0.199614080978025438E+00   -0.531994576327345996E+02
    0.175063189100909796E+03    0.688910362670579968E+01   -0.235990984961254391E+01    0.443201264907580494E+02    0.135606656955267080E+00   -0.531761174210324512E+02
    0.290815101224569105E+03    0.882705688208208628E+01    0.191848961464526901E+00    0.442170733161947354E+02    0.212639295394584676E+00   -0.531332727292478779E+02
    0.169551720232214905E+03    0.677343428514639356E+01   -0.217570293149552674E+01    0.442805790529083652E+02    0.658129416291908381E-01   -0.530905288356870102E+02
    0.182929875781107967E+03    0.716515480848092512E+01   -0.768057215157642581E+00    0.447354918064486213E+02    0.783622513726982134E-01   -0.528900806589530674E+02
    0.248819636176826066E+03    0.826790050683218247E+01    0.217767330811297732E+00    0.445846609872144199E+02    0.162371746542180256E+00   -0.528730848824368280E+02
