    0.493032873153686523E+03    0.812688447594642582E+01   -0.123310077190399170E+01    0.322645902633666992E+02    0.704826593399047852E+00   -0.224935143940628227E+07   -0.690775511231546968E+01    1
    0.793777273654937744E+03    0.759363889515399926E+01   -0.843528151512145996E+00    0.385712981224060059E+03    0.712073922157287598E+00   -0.188567633343657735E+07   -0.690875511231548245E+01    1
    0.244729680061340332E+03    0.958739749550819553E+01    0.433448493480682373E+00    0.882493734359741211E+04    0.399105787277221680E+00   -0.188429675290614250E+07   -0.690975511231547301E+01    1
    0.208045594215393066E+03    0.905646691322326802E+01   -0.996516793966293335E+00    0.986637592315673828E+04    0.630371332168579102E+00   -0.180928743850346352E+07   -0.691075511231547601E+01    1
    0.728136221885681152E+03    0.754820609390735697E+01   -0.358573254942893982E+01    0.269784927368164062E+03    0.158578276634216309E+00   -0.175620776238770108E+07   -0.691175511231546658E+01    1
    0.474005409240722656E+03    0.904662717580795217E+01   -0.911300867795944214E+00    0.214725732803344727E+02    0.482463657855987549E+00   -0.174405276931363530E+07   -0.691275511231547579E+01    1
    0.705043188571929932E+03    0.955297706663608537E+01   -0.147150650620460510E+01    0.407058000564575195E+02    0.756659030914306641E+00   -0.165482879092331626E+07   -0.691375511231547435E+01    1
    0.155167377948760986E+03    0.779231750369071996E+01   -0.214090165495872498E+01    0.968693256378173828E+04    0.857598841190338135E+00   -0.155368318603133946E+07   -0.691475511231548357E+01    1
    0.650706044673919678E+03    0.878580961644649605E+01   -0.551113724708557129E+00    0.425136089324951172E+02    0.762189269065856934E+00   -0.152143520022650086E+07   -0.691575511231552209E+01    1
    0.627809506416320801E+03    0.758689998984336889E+01   -0.314810064435005188E+01    0.183552503585815430E+03    0.701684176921844482E+00   -0.150032724350126996E+07   -0.691675511231554463E+01    1
    0.765250718593597412E+03    0.861615425825119097E+01   -0.139805367588996887E+01    0.235003829002380371E+03    0.178376436233520508E-01   -0.148066944820479583E+07   -0.691775511231549967E+01    1
    0.214257872104644775E+03    0.902769714772701448E+01   -0.384756845235824585E+01    0.770030021667480469E+04    0.905727088451385498E+00   -0.145897799256585608E+07   -0.691875511231549378E+01    1
    0.181348369598388672E+03    0.844226304292678975E+01   -0.186122959852218628E+01    0.556288421154022217E+04    0.632263481616973877E+00   -0.145113320315462258E+07   -0.691975511231551454E+01    1
    0.189600487709045410E+03    0.828990825474262394E+01   -0.810531347990036011E+00    0.995709776878356934E+04    0.968383610248565674E+00   -0.141980476432027156E+07   -0.692075511231548113E+01    1
    0.216512797355651855E+03    0.910685566425323501E+01   -0.129779484868049622E+01    0.728153288364410400E+04    0.316358625888824463E+00   -0.137566853136390005E+07   -0.692175511231547080E+01    1
    0.179993324279785156E+03    0.802199097931385197E+01    0.403781384229660034E+00    0.442881941795349121E+04    0.859229147434234619E+00   -0.134465870758099225E+07   -0.692275511231549334E+01    1
    0.231110790729522705E+03    0.928850492238998449E+01   -0.325361418724060059E+01    0.896011233329772949E+04    0.757082104682922363E-01   -0.131044410575127974E+07   -0.692375511231548746E+01    1
    0.141117740631103516E+03    0.777766033113002830E+01    0.493382185697555542E+00    0.222247481346130371E+04    0.228714227676391602E+00   -0.129045316631465219E+07   -0.692475511231548957E+01    1
    0.206015867710113525E+03    0.903852636277675714E+01   -0.360748741030693054E+01    0.552896320819854736E+04    0.172804176807403564E+00   -0.128811902008945425E+07   -0.692575511231552365E+01    1
    0.705493682384490967E+03    0.766885142624378258E+01   -0.268483620882034302E+01    0.456361770629882812E+03    0.611581802368164062E-01   -0.127936077001514426E+07   -0.692675511231553909E+01    1
    0.256046591281890869E+03    0.926850805640220798E+01   -0.453189224004745483E+00    0.941077828407287598E+04    0.957611382007598877E+00   -0.127260133701435779E+07   -0.692775511231552343E+01    1
    0.631624207496643066E+03    0.805364539623260534E+01   -0.220458239316940308E+01    0.286701321601867676E+03    0.276201605796813965E+00   -0.126800501530689793E+07   -0.692875511231550334E+01    1
    0.198179904937744141E+03    0.878771854996681334E+01   -0.399357932806015015E+01    0.466383934020996094E+04    0.791130661964416504E+00   -0.124513958638613624E+07   -0.692975511231548769E+01    1
    0.166500085830688477E+03    0.778892863452434625E+01    0.208105653524398804E+00    0.654876112937927246E+04    0.355163037776947021E+00   -0.122997368260506145E+07   -0.693075511231546315E+01    1
    0.450546066761016846E+03    0.829033205449581168E+01   -0.625571578741073608E+00    0.104036927223205566E+03    0.532066583633422852E+00   -0.122666176230669161E+07   -0.693175511231550789E+01    1
    0.245373153209686279E+03    0.951339368045330147E+01   -0.279137301445007324E+01    0.708764195442199707E+04    0.728317558765411377E+00   -0.121346808724944200E+07   -0.693275511231550912E+01    1
    0.152605429172515869E+03    0.769668338954448750E+01    0.218456029891967773E+00    0.573524057865142822E+04    0.156207263469696045E+00   -0.119816502354925685E+07   -0.693375511231550057E+01    1
    0.144474434852600098E+03    0.739018260180950204E+01   -0.223171347379684448E+01    0.909639596939086914E+04    0.603929698467254639E+00   -0.119333233573479182E+07   -0.693475511231554709E+01    1
    0.713082726001739502E+03    0.744032612383365688E+01   -0.264312624931335449E-01    0.950540900230407715E+03    0.453750789165496826E+00   -0.118113450200587115E+07   -0.693575511231551811E+01    1
    0.170044269084930420E+03    0.797856128931045561E+01   -0.170670109987258911E+01    0.682770431041717529E+04    0.861531496047973633E-02   -0.118076279961670749E+07   -0.693675511231548558E+01    1
    0.208061583518981934E+03    0.875648701548576369E+01   -0.301095500588417053E+01    0.576560258865356445E+04    0.835041999816894531E+00   -0.117564682522184891E+07   -0.693775511231549125E+01    1
    0.543272420883178711E+03    0.785914485394954720E+01   -0.132909595966339111E+01    0.427427291870117188E+03    0.198996901512145996E+00   -0.115717647517672856E+07   -0.693875511231549424E+01    1
    0.259280572414398193E+03    0.937401737749576647E+01   -0.969816207885742188E+00    0.838765919208526611E+04    0.771510899066925049E+00   -0.114408298911750596E+07   -0.693975511231547948E+01    1
    0.163531902790069580E+03    0.792628684341907608E+01   -0.334619385004043579E+01    0.511608541011810303E+04    0.122648358345031738E+00   -0.107903921637746971E+07   -0.694075511231545761E+01    1
    0.692352449417114258E+03    0.776044660031795530E+01   -0.120021179318428040E+01    0.999882221221923828E+03    0.447726845741271973E-01   -0.105705326919254521E+07   -0.694175511231546682E+01    1
    0.127023699283599854E+03    0.695921158194541967E+01   -0.202732056379318237E+00    0.997436106204986572E+04    0.400150299072265625E+00   -0.103774128279919643E+07   -0.694275511231551334E+01    1
    0.200450578689575195E+03    0.854966172814369330E+01   -0.306986114382743835E+01    0.542718887329101562E+04    0.392799735069274902E+00   -0.103489824470774690E+07   -0.694375511231550835E+01    1
    0.241091150283813477E+03    0.961573398232460086E+01   -0.173410308361053467E+01    0.355013072490692139E+04    0.392713010311126709E+00   -0.102510729173001286E+07   -0.694475511231550335E+01    1
    0.238831168174743652E+03    0.895260661959648196E+01   -0.758491128683090210E+00    0.753467440605163574E+04    0.251373350620269775E+00   -0.101652980236447637E+07   -0.694575511231551523E+01    1
    0.180636412143707275E+03    0.825530099928379002E+01   -0.268116158246994019E+01    0.426220655441284180E+04    0.750156641006469727E-01   -0.101254104904176167E+07   -0.694675511231552090E+01    1
    0.744649030685424805E+03    0.775719960927963292E+01   -0.304847508668899536E+00    0.116562068462371826E+04    0.507190465927124023E+00   -0.100851581805148756E+07   -0.694775511231551945E+01    1
    0.276257745265960693E+03    0.980482878446579065E+01   -0.567045778036117554E+00    0.533138155937194824E+04    0.918210089206695557E+00   -0.988385941864938475E+06   -0.694875511231547005E+01    1
    0.533851831436157227E+03    0.917630042135715485E+01   -0.307702559232711792E+01    0.106153488159179688E+03    0.889266490936279297E+00   -0.986918977493154933E+06   -0.694975511231546506E+01    1
    0.279860443592071533E+03    0.990771733522415232E+01   -0.312997668981552124E+00    0.591781258583068848E+04    0.302910923957824707E+00   -0.979850303251267876E+06   -0.695075511231549914E+01    1
    0.641124021053314209E+03    0.754036763310432434E+01   -0.430692464113235474E+00    0.153943061828613281E+04    0.562850594520568848E+00   -0.976470808158908971E+06   -0.695175511231552257E+01    1
    0.237824179172515869E+03    0.963786116063594989E+01   -0.387794795632362366E+01    0.317787528038024902E+04    0.436908602714538574E-01   -0.950366973232907359E+06   -0.695275511231550336E+01    1
    0.139146673679351807E+03    0.723780426919460318E+01   -0.179281073808670044E+01    0.709544301033020020E+04    0.110206604003906250E+00   -0.927710544546211488E+06   -0.695375511231547883E+01    1
    0.799008232116699219E+03    0.856067776978015971E+01   -0.753344506025314331E+00    0.814669132232666016E+03    0.864397943019866943E+00   -0.918000375724976766E+06   -0.695475511231550136E+01    1
    0.236065114974975586E+03    0.578541774749755877E+01   -0.450511038303375244E+00    0.279254913330078125E+03    0.278311908245086670E+00   -0.894181836650147568E+06   -0.695575511231551680E+01    1
    0.230952486991882324E+03    0.863941156923771025E+01   -0.902184844017028809E+00    0.870890855789184570E+04    0.164049863815307617E-02   -0.893550530320011894E+06   -0.695675511231548427E+01    1
    0.188404131412506104E+03    0.822845086932182390E+01   -0.385389417409896851E+01    0.423352003097534180E+04    0.101766288280487061E+00   -0.858894809148359578E+06   -0.695775511231548727E+01    1
    0.234432809352874756E+03    0.914343789994716616E+01   -0.294945999979972839E+01    0.534000694751739502E+04    0.161934614181518555E+00   -0.857219983445330407E+06   -0.695875511231550270E+01    1
    0.157901500701904297E+03    0.774082766830921187E+01   -0.803332030773162842E+00    0.300721824169158936E+04    0.912448406219482422E+00   -0.857024982502514613E+06   -0.695975511231551458E+01    1
    0.804182890892028809E+03    0.781254736781120407E+01   -0.193909975886344910E+01    0.247447967529296875E+04    0.664559006690979004E+00   -0.853909655966011109E+06   -0.696075511231551580E+01    1
    0.227347525119781494E+03    0.871761730074882557E+01   -0.396674865484237671E+01    0.637781918048858643E+04    0.810732722282409668E+00   -0.852032724724348984E+06   -0.696175511231550104E+01    1
    0.254183789253234863E+03    0.923856412708759400E+01   -0.374206537008285522E+01    0.725863575935363770E+04    0.460796713829040527E+00   -0.847767494655685965E+06   -0.696275511231553423E+01    1
    0.156389933586120605E+03    0.725587691307067928E+01   -0.345744651556015015E+01    0.910996675491333008E+04    0.148422360420227051E+00   -0.847586515011832700E+06   -0.696375511231550171E+01    1
    0.775076964378356934E+03    0.878943392992019668E+01   -0.365183424949645996E+01    0.510199666023254395E+03    0.716822087764739990E+00   -0.843480162258158787E+06   -0.696475511231547362E+01    1
    0.765979002475738525E+03    0.880163544893264849E+01   -0.319643726944923401E+01    0.476533174514770508E+03    0.563830733299255371E+00   -0.841548053383455845E+06   -0.696575511231551836E+01    1
    0.292098425388336182E+03    0.971211998939514132E+01   -0.298915052413940430E+01    0.657772064208984375E+04    0.899142146110534668E+00   -0.835311930942601059E+06   -0.696675511231553202E+01    1
    0.119407733917236328E+03    0.508347784936428049E+01   -0.494200468063354492E+00    0.345600843429565430E+03    0.138210773468017578E+00   -0.831569284022933454E+06   -0.696775511231552436E+01    1
    0.207998348712921143E+03    0.838312279641628422E+01   -0.157182085514068604E+01    0.564448356628417969E+04    0.191984415054321289E+00   -0.827004185400763061E+06   -0.696875511231550959E+01    1
    0.264808970451354980E+03    0.954457751452923020E+01   -0.336272269487380981E+01    0.586939156055450439E+04    0.672660708427429199E+00   -0.826307909270214499E+06   -0.696975511231549394E+01    1
    0.308831231594085693E+03    0.985666322469711353E+01   -0.349307242035865784E+01    0.978119432926177979E+04    0.326352715492248535E-01   -0.819919198374850210E+06   -0.697075511231548450E+01    1
    0.130723152160644531E+03    0.714802874326705950E+01   -0.319684067368507385E+01    0.537226438522338867E+04    0.227486431598663330E+00   -0.815308436276423628E+06   -0.697175511231548395E+01    1
    0.147610650062561035E+03    0.711354991197586095E+01   -0.195313549041748047E+01    0.707830429077148438E+04    0.792414307594299316E+00   -0.797616812151664752E+06   -0.697275511231548872E+01    1
    0.281676240921020508E+03    0.946410020411014585E+01   -0.185900926589965820E+01    0.632887721061706543E+04    0.612352490425109863E+00   -0.796417442908107536E+06   -0.697375511231548995E+01    1
    0.279029288768768311E+03    0.100021983838081354E+02   -0.293216162919998169E+01    0.480275630950927734E+04    0.516606032848358154E+00   -0.790672777134138392E+06   -0.697475511231553025E+01    1
    0.422411683082580566E+03    0.841993894755840344E+01    0.623302757740020752E-01    0.229678153991699219E+03    0.754022836685180664E+00   -0.789079057940935600E+06   -0.697575511231552614E+01    1
    0.824730205535888672E+02    0.611564306557178483E+01   -0.703720957040786743E+00    0.970163166522979736E+04    0.565730869770050049E+00   -0.787055314817980281E+06   -0.697675511231550338E+01    1
    0.247011141777038574E+03    0.994393600821495127E+01   -0.165511605143547058E+01    0.149985551834106445E+04    0.166263639926910400E+00   -0.785482944288260653E+06   -0.697775511231553747E+01    1
    0.881437811851501465E+02    0.602873537361621903E+01    0.927494764328002930E-01    0.975812673568725586E+04    0.962203085422515869E+00   -0.785122429231768707E+06   -0.697875511231551471E+01    1
    0.600400131702423096E+03    0.100654023379087452E+02   -0.374634563922882080E-01    0.379176139831542969E+03    0.654659926891326904E+00   -0.777830322782935807E+06   -0.697975511231548751E+01    1
    0.202852008342742920E+03    0.818013433396816225E+01   -0.150746554136276245E+00    0.675539016723632812E+04    0.408133566379547119E+00   -0.775765265493460465E+06   -0.698075511231549406E+01    1
    0.760780552387237549E+03    0.822778703868389272E+01   -0.302974495291709900E+01    0.720091462135314941E+03    0.964113116264343262E+00   -0.765376039125167765E+06   -0.698175511231549972E+01    1
    0.794828570365905762E+03    0.747202946424484260E+01   -0.273207902908325195E+00    0.354021847248077393E+04    0.137558400630950928E+00   -0.764872774954706081E+06   -0.698275511231551516E+01    1
    0.300259712696075439E+03    0.962731478452682587E+01   -0.132576680183410645E+01    0.709940254688262939E+04    0.870175063610076904E+00   -0.756843949785589823E+06   -0.698375511231553414E+01    1
    0.623368381023406982E+03    0.742705318033695239E+01   -0.343130785226821899E+01    0.117194116115570068E+04    0.164013326168060303E+00   -0.754774697753254557E+06   -0.698475511231553270E+01    1
